n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,8,,leaf,10,42,201,0.2737396234055477,0.2737396234055477,9,0.5245810257272345,0.8388888888888889,0.5570879072769003,0.9543492453764721
10,8,,leaf,15,42,201,0.2737396234055477,0.2737396234055477,14,0.5227928340822772,0.8214285714285714,0.5078913733266093,0.9714130450642532
10,8,,leaf,20,42,201,0.2737396234055477,0.2737396234055477,19,0.509448801058038,0.7921052631578948,0.48443484000945175,0.978862444728258
10,8,,leaf,25,42,201,0.2737396234055477,0.2737396234055477,24,0.5387016805481096,0.775,0.4722819874924757,0.9832524546808816
10,8,,leaf,30,42,201,0.2737396234055477,0.2737396234055477,29,0.553654084132855,0.7862068965517242,0.48246749792480215,0.9862019728671656
10,8,,eom,10,42,183,0.23385300668151449,0.23385300668151449,9,0.5293159278294307,0.85,0.5708336247901182,0.9522207819047197
10,8,,eom,15,42,183,0.23385300668151449,0.23385300668151449,14,0.5335019589195371,0.825,0.5250531386447126,0.9701241428302029
10,8,,eom,20,42,183,0.23385300668151449,0.23385300668151449,19,0.5538091164431547,0.8236842105263158,0.5173879558102247,0.9777526503346552
10,8,,eom,25,42,183,0.23385300668151449,0.23385300668151449,24,0.556105585139605,0.8020833333333334,0.4956095260069713,0.9824147980239326
10,8,,eom,30,42,183,0.23385300668151449,0.23385300668151449,29,0.569782739030671,0.8051724137931034,0.48085490060015246,0.9855632553082679
10,15,,leaf,10,42,118,0.26786798947155294,0.26786798947155294,9,0.5738167564451641,0.8555555555555555,0.5848604749027536,0.9537570275350955
10,15,,leaf,15,42,118,0.26786798947155294,0.26786798947155294,14,0.5561494172188859,0.8214285714285714,0.5280910141913785,0.9714114238165807
10,15,,leaf,20,42,118,0.26786798947155294,0.26786798947155294,19,0.5622880376093855,0.8,0.5043541945293842,0.9790458569754414
10,15,,leaf,25,42,118,0.26786798947155294,0.26786798947155294,24,0.5552749275888972,0.7979166666666667,0.4878943615577702,0.983527716413537
10,15,,leaf,30,42,118,0.26786798947155294,0.26786798947155294,29,0.5494695820043497,0.7913793103448276,0.4616674411716115,0.9863298624421827
10,15,,eom,10,42,101,0.2152257542012553,0.2152257542012553,9,0.4998214792948301,0.8,0.5188342009792194,0.9522436842854939
10,15,,eom,15,42,101,0.2152257542012553,0.2152257542012553,14,0.5300948718235224,0.7964285714285714,0.4884536103360155,0.9697898880665162
10,15,,eom,20,42,101,0.2152257542012553,0.2152257542012553,19,0.5225681469984608,0.8,0.47093526824629817,0.9778199962933088
10,15,,eom,25,42,101,0.2152257542012553,0.2152257542012553,24,0.5126012979566523,0.8041666666666667,0.46125400865324234,0.9823871297309931
10,15,,eom,30,42,101,0.2152257542012553,0.2152257542012553,29,0.5155257252240186,0.7844827586206896,0.4446690924045987,0.9853946841274813
10,25,,leaf,10,42,69,0.2798137274751974,0.2798137274751974,9,0.5302901275417269,0.85,0.5800490268962976,0.9554497379797942
10,25,,leaf,15,42,69,0.2798137274751974,0.2798137274751974,14,0.5247801074821492,0.8357142857142857,0.5200773856602968,0.971544767357256
10,25,,leaf,20,42,69,0.2798137274751974,0.2798137274751974,19,0.5311597319735378,0.8,0.4814210462432487,0.9790839879166825
10,25,,leaf,25,42,69,0.2798137274751974,0.2798137274751974,24,0.538584423057783,0.7875,0.45147801532068027,0.9834190989863627
10,25,,leaf,30,42,69,0.2798137274751974,0.2798137274751974,29,0.5598666157855824,0.7896551724137931,0.45651027815081696,0.9863495514007498
10,25,,eom,10,42,57,0.19882567321320105,0.19882567321320105,9,0.4835514295952199,0.8166666666666667,0.5253042162282351,0.9510324323235751
10,25,,eom,15,42,57,0.19882567321320105,0.19882567321320105,14,0.503619705385663,0.7964285714285714,0.4976312938049777,0.9681414424370207
10,25,,eom,20,42,57,0.19882567321320105,0.19882567321320105,19,0.5083850008600033,0.7631578947368421,0.44265777214926716,0.976738717591247
10,25,,eom,25,42,57,0.19882567321320105,0.19882567321320105,24,0.5414172250358962,0.7833333333333333,0.4347898462307156,0.981756810944661
10,25,,eom,30,42,57,0.19882567321320105,0.19882567321320105,29,0.5525297548251171,0.7896551724137931,0.44576347813794814,0.9849240015114188
10,30,,leaf,10,42,56,0.2812310184247823,0.2812310184247823,9,0.523242357371144,0.8333333333333334,0.5653561283684534,0.9551977002451945
10,30,,leaf,15,42,56,0.2812310184247823,0.2812310184247823,14,0.5116754927010888,0.7785714285714286,0.4949767341234284,0.9713763285442872
10,30,,leaf,20,42,56,0.2812310184247823,0.2812310184247823,19,0.5248194784159161,0.7710526315789473,0.4635093139568301,0.9790015293020419
10,30,,leaf,25,42,56,0.2812310184247823,0.2812310184247823,24,0.538271934284107,0.7791666666666667,0.44996427270840217,0.983541021775368
10,30,,leaf,30,42,56,0.2812310184247823,0.2812310184247823,29,0.5475129134176173,0.753448275862069,0.4189624952958155,0.9862753890425613
10,30,,eom,10,42,43,0.17837618951204698,0.17837618951204698,9,0.4811306960471462,0.7722222222222223,0.5145235802096318,0.9460649765891246
10,30,,eom,15,42,43,0.17837618951204698,0.17837618951204698,14,0.48860512010960383,0.75,0.4516975296435894,0.9672082329286537
10,30,,eom,20,42,43,0.17837618951204698,0.17837618951204698,19,0.49320366598889487,0.7578947368421053,0.4339878065277219,0.9759811460796454
10,30,,eom,25,42,43,0.17837618951204698,0.17837618951204698,24,0.5203820995040256,0.7375,0.4046387463301362,0.9811825032572224
10,30,,eom,30,42,43,0.17837618951204698,0.17837618951204698,29,0.5318905863410435,0.7258620689655172,0.3910656651796738,0.9844458520524167
10,35,,leaf,10,42,51,0.265640817979348,0.265640817979348,9,0.51843323818236,0.8444444444444444,0.5738151956677333,0.9540827268012667
10,35,,leaf,15,42,51,0.265640817979348,0.265640817979348,14,0.5038026709906605,0.7678571428571429,0.474910188493732,0.9709123685151082
10,35,,leaf,20,42,51,0.265640817979348,0.265640817979348,19,0.5270321782427047,0.7605263157894737,0.4459895261491325,0.9788225744504058
10,35,,leaf,25,42,51,0.265640817979348,0.265640817979348,24,0.5499024888901168,0.7604166666666666,0.43095253758931107,0.9831308204411421
10,35,,leaf,30,42,51,0.265640817979348,0.265640817979348,29,0.5668251528128936,0.7293103448275862,0.40140458449915734,0.9859677300680573
