n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,n_seeds,K,outlier_pre,outlier_post,C_v,Diversity,Exclus,FREX,Stability,Stab_std
10,30,,eom,15,1,14.0,0.1784,0.1784,0.4886,0.75,0.4517,0.9672,,
10,30,,eom,20,1,19.0,0.1784,0.1784,0.4932,0.7579,0.434,0.976,,
10,30,,eom,25,1,24.0,0.1784,0.1784,0.5204,0.7375,0.4046,0.9812,,
10,30,,eom,30,1,29.0,0.1784,0.1784,0.5319,0.7259,0.3911,0.9844,,
10,30,,leaf,10,1,9.0,0.2812,0.2812,0.5232,0.8333,0.5654,0.9552,,
10,30,,leaf,15,1,14.0,0.2812,0.2812,0.5117,0.7786,0.495,0.9714,,
10,30,,leaf,20,1,19.0,0.2812,0.2812,0.5248,0.7711,0.4635,0.979,,
10,30,,leaf,25,1,24.0,0.2812,0.2812,0.5383,0.7792,0.45,0.9835,,
10,30,,leaf,30,1,29.0,0.2812,0.2812,0.5475,0.7534,0.419,0.9863,,
10,35,,eom,10,1,9.0,0.1346,0.1346,0.5347,0.7833,0.514,0.9438,,
10,35,,eom,15,1,14.0,0.1346,0.1346,0.5058,0.7679,0.4469,0.9656,,
10,35,,eom,20,1,19.0,0.1346,0.1346,0.5193,0.7526,0.4193,0.975,,
10,35,,eom,25,1,24.0,0.1346,0.1346,0.5306,0.7438,0.3941,0.9801,,
10,35,,eom,30,1,29.0,0.1346,0.1346,0.5446,0.7448,0.3886,0.9836,,
10,35,,leaf,10,1,9.0,0.2656,0.2656,0.5184,0.8444,0.5738,0.9541,,
10,35,,leaf,15,1,14.0,0.2656,0.2656,0.5038,0.7679,0.4749,0.9709,,
10,35,,leaf,20,1,19.0,0.2656,0.2656,0.527,0.7605,0.446,0.9788,,
10,35,,leaf,25,1,24.0,0.2656,0.2656,0.5499,0.7604,0.431,0.9831,,
10,35,,leaf,30,1,29.0,0.2656,0.2656,0.5668,0.7293,0.4014,0.986,,
10,40,,eom,10,1,9.0,0.1468,0.1468,0.5292,0.7778,0.505,0.944,,
10,40,,eom,15,1,14.0,0.1468,0.1468,0.4988,0.7607,0.4404,0.9658,,
10,40,,eom,20,1,19.0,0.1468,0.1468,0.5175,0.7632,0.4307,0.9752,,
10,40,,eom,25,1,24.0,0.1468,0.1468,0.526,0.7583,0.4097,0.9804,,
10,40,,eom,30,1,28.0,0.1468,0.1468,0.5516,0.75,0.3951,0.9832,,
10,40,,leaf,10,1,9.0,0.2505,0.2505,0.5247,0.85,0.5814,0.953,,
10,40,,leaf,15,1,14.0,0.2505,0.2505,0.5077,0.8071,0.4797,0.9707,,
10,40,,leaf,20,1,19.0,0.2505,0.2505,0.52,0.7868,0.4445,0.9785,,
10,40,,leaf,25,1,24.0,0.2505,0.2505,0.5626,0.775,0.4373,0.9829,,
10,40,,leaf,30,1,29.0,0.2505,0.2505,0.557,0.7534,0.4194,0.9858,,
15,8,,eom,10,1,9.0,0.2531,0.2531,0.505,0.8111,0.5376,0.9515,,
15,8,,eom,15,1,14.0,0.2531,0.2531,0.502,0.8179,0.5115,0.9707,,
15,8,,eom,20,1,19.0,0.2531,0.2531,0.5426,0.8211,0.5221,0.9786,,
15,8,,eom,25,1,24.0,0.2531,0.2531,0.5412,0.825,0.4969,0.9831,,
15,8,,eom,30,1,29.0,0.2531,0.2531,0.5434,0.8207,0.4975,0.9859,,
15,8,,leaf,10,1,9.0,0.3333,0.3333,0.5054,0.8167,0.5466,0.9576,,
15,8,,leaf,15,1,14.0,0.3333,0.3333,0.5223,0.7929,0.4986,0.9735,,
15,8,,leaf,20,1,19.0,0.3333,0.3333,0.5179,0.8079,0.4898,0.9807,,
15,8,,leaf,25,1,24.0,0.3333,0.3333,0.524,0.8042,0.4696,0.9846,,
15,8,,leaf,30,1,29.0,0.3333,0.3333,0.5514,0.8155,0.4873,0.9873,,
15,15,,eom,10,1,9.0,0.2458,0.2458,0.5296,0.8389,0.5781,0.9536,,
15,15,,eom,15,1,14.0,0.2458,0.2458,0.5638,0.8214,0.5591,0.9707,,
15,15,,eom,20,1,19.0,0.2458,0.2458,0.5465,0.8079,0.5082,0.9786,,
15,15,,eom,25,1,24.0,0.2458,0.2458,0.5474,0.7917,0.4846,0.9831,,
15,15,,eom,30,1,29.0,0.2458,0.2458,0.546,0.8155,0.4931,0.9861,,
15,15,,leaf,10,1,9.0,0.3183,0.3183,0.514,0.7889,0.5233,0.9565,,
15,15,,leaf,15,1,14.0,0.3183,0.3183,0.5374,0.8179,0.5187,0.9736,,
15,15,,leaf,20,1,19.0,0.3183,0.3183,0.548,0.8026,0.4974,0.9805,,
15,15,,leaf,25,1,24.0,0.3183,0.3183,0.5608,0.7979,0.498,0.9845,,
15,15,,leaf,30,1,29.0,0.3183,0.3183,0.5694,0.8069,0.4876,0.9873,,
15,25,,eom,10,1,9.0,0.2515,0.2515,0.5221,0.8556,0.5937,0.9539,,
15,25,,eom,15,1,14.0,0.2515,0.2515,0.5126,0.8143,0.5171,0.9708,,
15,25,,eom,20,1,19.0,0.2515,0.2515,0.5316,0.7974,0.5028,0.9785,,
15,25,,eom,25,1,24.0,0.2515,0.2515,0.5444,0.8,0.4805,0.9831,,
15,25,,eom,30,1,29.0,0.2515,0.2515,0.563,0.7845,0.4614,0.986,,
15,25,,leaf,10,1,9.0,0.3341,0.3341,0.566,0.8944,0.6533,0.9568,,
15,25,,leaf,15,1,14.0,0.3341,0.3341,0.5538,0.8393,0.5678,0.9738,,
15,25,,leaf,20,1,19.0,0.3341,0.3341,0.5608,0.8211,0.5173,0.9806,,
15,25,,leaf,25,1,24.0,0.3341,0.3341,0.5497,0.7917,0.4791,0.9848,,
15,25,,leaf,30,1,29.0,0.3341,0.3341,0.5782,0.8017,0.4878,0.9874,,
15,30,,eom,10,1,9.0,0.2353,0.2353,0.502,0.7889,0.5385,0.9522,,
15,30,,eom,15,1,14.0,0.2353,0.2353,0.5165,0.8036,0.519,0.9702,,
15,30,,eom,20,1,19.0,0.2353,0.2353,0.518,0.7868,0.4792,0.9783,,
15,30,,eom,25,1,24.0,0.2353,0.2353,0.5362,0.7771,0.4575,0.9828,,
15,30,,eom,30,1,29.0,0.2353,0.2353,0.5455,0.7776,0.4348,0.9859,,
15,30,,leaf,10,1,9.0,0.3039,0.3039,0.5349,0.8556,0.5921,0.9567,,
15,30,,leaf,15,1,14.0,0.3039,0.3039,0.5268,0.8179,0.5211,0.9729,,
15,30,,leaf,20,1,19.0,0.3039,0.3039,0.5563,0.8184,0.5032,0.9801,,
15,30,,leaf,25,1,24.0,0.3039,0.3039,0.5527,0.8062,0.4799,0.9843,,
15,30,,leaf,30,1,29.0,0.3039,0.3039,0.5655,0.7948,0.4597,0.987,,
15,35,,eom,10,1,9.0,0.2462,0.2462,0.4964,0.7889,0.5404,0.9526,,
15,35,,eom,15,1,14.0,0.2462,0.2462,0.5041,0.7857,0.4927,0.9709,,
15,35,,eom,20,1,19.0,0.2462,0.2462,0.5157,0.7711,0.4564,0.9785,,
15,35,,eom,25,1,24.0,0.2462,0.2462,0.5302,0.7667,0.4387,0.983,,
15,35,,eom,30,1,29.0,0.2462,0.2462,0.5428,0.7759,0.4371,0.9861,,
15,35,,leaf,10,1,9.0,0.3148,0.3148,0.5243,0.8333,0.5727,0.957,,
15,35,,leaf,15,1,14.0,0.3148,0.3148,0.5112,0.8036,0.4952,0.9733,,
15,35,,leaf,20,1,19.0,0.3148,0.3148,0.5538,0.8026,0.4794,0.9803,,
15,35,,leaf,25,1,24.0,0.3148,0.3148,0.5535,0.8,0.463,0.9845,,
15,35,,leaf,30,1,29.0,0.3148,0.3148,0.5629,0.7793,0.4461,0.9872,,
15,40,,eom,10,1,9.0,0.2308,0.2308,0.5081,0.8278,0.5662,0.9533,,
15,40,,eom,15,1,14.0,0.2308,0.2308,0.5062,0.7821,0.4924,0.9704,,
15,40,,eom,20,1,19.0,0.2308,0.2308,0.5429,0.7763,0.469,0.9782,,
15,40,,eom,25,1,24.0,0.2308,0.2308,0.548,0.7792,0.4461,0.9828,,
15,40,,eom,30,1,29.0,0.2308,0.2308,0.5637,0.7741,0.443,0.9859,,
15,40,,leaf,10,1,9.0,0.2988,0.2988,0.5104,0.8278,0.5681,0.956,,
15,40,,leaf,15,1,14.0,0.2988,0.2988,0.5233,0.8107,0.4948,0.9729,,
15,40,,leaf,20,1,19.0,0.2988,0.2988,0.5388,0.7947,0.4689,0.9799,,
15,40,,leaf,25,1,24.0,0.2988,0.2988,0.5664,0.8,0.4646,0.9842,,
15,40,,leaf,30,1,29.0,0.2988,0.2988,0.5728,0.7776,0.4549,0.9869,,
20,8,,eom,10,1,9.0,0.2814,0.2814,0.5266,0.8389,0.5575,0.9547,,
20,8,,eom,15,1,14.0,0.2814,0.2814,0.5196,0.8071,0.4866,0.9719,,
20,8,,eom,20,1,19.0,0.2814,0.2814,0.5231,0.7816,0.4794,0.9795,,
20,8,,eom,25,1,24.0,0.2814,0.2814,0.5352,0.7917,0.4774,0.9838,,
20,8,,eom,30,1,29.0,0.2814,0.2814,0.5565,0.7914,0.4812,0.9867,,
20,8,,leaf,10,1,9.0,0.3608,0.3608,0.511,0.8444,0.5597,0.96,,
20,8,,leaf,15,1,14.0,0.3608,0.3608,0.5213,0.8321,0.5263,0.975,,
20,8,,leaf,20,1,19.0,0.3608,0.3608,0.5096,0.7921,0.4824,0.9816,,
20,8,,leaf,25,1,24.0,0.3608,0.3608,0.5306,0.8021,0.4922,0.9855,,
20,8,,leaf,30,1,29.0,0.3608,0.3608,0.5452,0.8052,0.4937,0.988,,
20,15,,eom,10,1,9.0,0.2535,0.2535,0.5243,0.8111,0.5368,0.9534,,
20,15,,eom,15,1,14.0,0.2535,0.2535,0.5176,0.8,0.5133,0.971,,
20,15,,eom,20,1,19.0,0.2535,0.2535,0.5597,0.8079,0.5224,0.9788,,
20,15,,eom,25,1,24.0,0.2535,0.2535,0.5585,0.8062,0.4963,0.9832,,
20,15,,eom,30,1,29.0,0.2535,0.2535,0.5626,0.7897,0.4796,0.986,,
20,15,,leaf,10,1,9.0,0.325,0.325,0.5223,0.8278,0.5317,0.9583,,
20,15,,leaf,15,1,14.0,0.325,0.325,0.5198,0.7964,0.4941,0.9742,,
20,15,,leaf,20,1,19.0,0.325,0.325,0.5373,0.8132,0.5196,0.981,,
20,15,,leaf,25,1,24.0,0.325,0.325,0.5542,0.8167,0.5059,0.9849,,
20,15,,leaf,30,1,29.0,0.325,0.325,0.5686,0.8241,0.491,0.9876,,
20,25,,eom,10,1,9.0,0.2294,0.2294,0.5533,0.8389,0.5851,0.9481,,
20,25,,eom,15,1,14.0,0.2294,0.2294,0.5407,0.7893,0.5085,0.9697,,
20,25,,eom,20,1,19.0,0.2294,0.2294,0.5388,0.7895,0.4831,0.978,,
20,25,,eom,25,1,24.0,0.2294,0.2294,0.5385,0.7792,0.4705,0.9827,,
20,25,,eom,30,1,29.0,0.2294,0.2294,0.5378,0.7741,0.4486,0.9856,,
20,25,,leaf,10,1,9.0,0.3098,0.3098,0.551,0.8833,0.6181,0.9571,,
20,25,,leaf,15,1,14.0,0.3098,0.3098,0.5504,0.8179,0.5326,0.9733,,
20,25,,leaf,20,1,19.0,0.3098,0.3098,0.5324,0.7789,0.4763,0.9803,,
20,25,,leaf,25,1,24.0,0.3098,0.3098,0.5701,0.8021,0.483,0.9844,,
20,25,,leaf,30,1,29.0,0.3098,0.3098,0.5789,0.7914,0.4614,0.9872,,
20,30,,eom,10,1,9.0,0.247,0.247,0.5158,0.8333,0.5708,0.9512,,
20,30,,eom,15,1,14.0,0.247,0.247,0.545,0.7964,0.5174,0.9705,,
20,30,,eom,20,1,19.0,0.247,0.247,0.5312,0.7816,0.4765,0.9785,,
20,30,,eom,25,1,24.0,0.247,0.247,0.5336,0.7625,0.4538,0.983,,
20,30,,eom,30,1,29.0,0.247,0.247,0.5243,0.7483,0.4338,0.986,,
20,30,,leaf,10,1,9.0,0.3371,0.3371,0.5366,0.85,0.5873,0.9596,,
20,30,,leaf,15,1,14.0,0.3371,0.3371,0.5392,0.8143,0.5096,0.9745,,
20,30,,leaf,20,1,19.0,0.3371,0.3371,0.5252,0.7816,0.4658,0.981,,
20,30,,leaf,25,1,24.0,0.3371,0.3371,0.5665,0.7896,0.4697,0.985,,
20,30,,leaf,30,1,29.0,0.3371,0.3371,0.5695,0.7828,0.4555,0.9876,,
20,35,,eom,10,1,9.0,0.2381,0.2381,0.483,0.8389,0.5498,0.9535,,
20,35,,eom,15,1,14.0,0.2381,0.2381,0.5157,0.7786,0.4945,0.9699,,
20,35,,eom,20,1,19.0,0.2381,0.2381,0.5262,0.7895,0.4794,0.9783,,
20,35,,eom,25,1,24.0,0.2381,0.2381,0.5207,0.7646,0.4423,0.9829,,
20,35,,eom,30,1,29.0,0.2381,0.2381,0.5419,0.7534,0.4336,0.9858,,
20,35,,leaf,10,1,9.0,0.3626,0.3626,0.5366,0.8667,0.5959,0.9614,,
20,35,,leaf,15,1,14.0,0.3626,0.3626,0.5354,0.8429,0.5258,0.9757,,
20,35,,leaf,20,1,19.0,0.3626,0.3626,0.5592,0.8158,0.5004,0.982,,
20,35,,leaf,25,1,24.0,0.3626,0.3626,0.567,0.8042,0.4813,0.9857,,
20,35,,leaf,30,1,29.0,0.3626,0.3626,0.5632,0.7759,0.4587,0.9882,,
20,40,,eom,10,1,9.0,0.1715,0.1715,0.4854,0.7778,0.5178,0.9474,,
20,40,,eom,15,1,14.0,0.1715,0.1715,0.513,0.7821,0.4652,0.9678,,
20,40,,eom,20,1,19.0,0.1715,0.1715,0.532,0.8,0.4718,0.9768,,
20,40,,eom,25,1,23.0,0.1715,0.1715,0.561,0.7957,0.4681,0.9809,,
20,40,,eom,30,1,23.0,0.1715,0.1715,0.561,0.7957,0.4681,0.9809,,
20,40,,leaf,10,1,9.0,0.3547,0.3547,0.5349,0.8444,0.5744,0.9608,,
20,40,,leaf,15,1,14.0,0.3547,0.3547,0.5204,0.8,0.4978,0.975,,
20,40,,leaf,20,1,19.0,0.3547,0.3547,0.5605,0.8079,0.4899,0.9816,,
20,40,,leaf,25,1,24.0,0.3547,0.3547,0.5745,0.7958,0.4715,0.9855,,
20,40,,leaf,30,1,29.0,0.3547,0.3547,0.5804,0.7638,0.4422,0.9879,,
