n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,n_seeds,K,outlier_pre,outlier_post,C_v,Diversity,Exclus,FREX,Stability,Stab_std
15,30,5.0,eom,15,1,14.0,0.1843,0.1843,0.6851,0.9393,0.8656,0.9712,,
15,30,5.0,eom,20,1,19.0,0.1843,0.1843,0.6364,0.9342,0.8148,0.9811,,
15,30,5.0,eom,25,1,24.0,0.1843,0.1843,0.6333,0.9229,0.7806,0.9851,,
15,30,5.0,eom,30,1,29.0,0.1843,0.1843,0.6237,0.8914,0.7284,0.9874,,
15,30,5.0,leaf,10,1,9.0,0.3632,0.3632,0.7025,0.9611,0.9026,0.9703,,
15,30,5.0,leaf,15,1,14.0,0.3632,0.3632,0.6675,0.9571,0.871,0.9808,,
15,30,5.0,leaf,20,1,19.0,0.3632,0.3632,0.6029,0.9316,0.8196,0.9867,,
15,30,5.0,leaf,25,1,24.0,0.3632,0.3632,0.6472,0.8938,0.7579,0.9891,,
15,30,5.0,leaf,30,1,29.0,0.3632,0.3632,0.6212,0.881,0.7221,0.9911,,
15,30,15.0,eom,10,1,9.0,0.1599,0.1599,0.7402,0.9667,0.9035,0.961,,
15,30,15.0,eom,15,1,14.0,0.1599,0.1599,0.7386,0.95,0.8683,0.9703,,
15,30,15.0,eom,20,1,19.0,0.1599,0.1599,0.7186,0.9211,0.8016,0.9798,,
15,30,15.0,eom,25,1,24.0,0.1599,0.1599,0.7187,0.9021,0.7669,0.984,,
15,30,15.0,eom,30,1,29.0,0.1599,0.1599,0.6936,0.8879,0.7316,0.9871,,
15,30,15.0,leaf,10,1,9.0,0.3727,0.3727,0.7126,0.9389,0.8743,0.9652,,
15,30,15.0,leaf,15,1,14.0,0.3727,0.3727,0.6431,0.9536,0.8735,0.9809,,
15,30,15.0,leaf,20,1,19.0,0.3727,0.3727,0.603,0.9263,0.8263,0.9873,,
15,30,15.0,leaf,25,1,24.0,0.3727,0.3727,0.6518,0.9,0.7714,0.9894,,
15,30,15.0,leaf,30,1,29.0,0.3727,0.3727,0.6645,0.8828,0.7319,0.9913,,
15,30,,eom,10,1,9.0,0.1817,0.1817,0.6772,0.9667,0.9109,0.9571,,
15,30,,eom,15,1,14.0,0.1817,0.1817,0.6775,0.9607,0.8755,0.9733,,
15,30,,eom,20,1,19.0,0.1817,0.1817,0.6816,0.9211,0.8031,0.9802,,
15,30,,eom,25,1,24.0,0.1817,0.1817,0.6609,0.9083,0.7742,0.9845,,
15,30,,eom,30,1,29.0,0.1817,0.1817,0.627,0.8966,0.7435,0.9875,,
15,30,,leaf,10,1,9.0,0.4157,0.4157,0.6588,0.9556,0.9016,0.9711,,
15,30,,leaf,15,1,14.0,0.4157,0.4157,0.6109,0.9464,0.874,0.9834,,
15,30,,leaf,20,1,19.0,0.4157,0.4157,0.6822,0.9368,0.8407,0.9877,,
15,30,,leaf,25,1,24.0,0.4157,0.4157,0.6958,0.9146,0.7984,0.9902,,
15,30,,leaf,30,1,29.0,0.4157,0.4157,0.6811,0.9017,0.7554,0.9917,,
15,35,5.0,eom,10,1,9.0,0.137,0.137,0.7122,0.9556,0.8848,0.9481,,
15,35,5.0,eom,15,1,14.0,0.137,0.137,0.6537,0.9464,0.862,0.9674,,
15,35,5.0,eom,20,1,19.0,0.137,0.137,0.6134,0.9263,0.8083,0.9796,,
15,35,5.0,eom,25,1,24.0,0.137,0.137,0.6111,0.9,0.7511,0.9842,,
15,35,5.0,eom,30,1,29.0,0.137,0.137,0.6333,0.8845,0.7089,0.9868,,
15,35,5.0,leaf,10,1,9.0,0.371,0.371,0.7201,0.9556,0.888,0.9658,,
15,35,5.0,leaf,15,1,14.0,0.371,0.371,0.6201,0.9571,0.8774,0.9815,,
15,35,5.0,leaf,20,1,19.0,0.371,0.371,0.6216,0.9158,0.8006,0.9866,,
15,35,5.0,leaf,25,1,24.0,0.371,0.371,0.6267,0.9146,0.7831,0.9893,,
15,35,5.0,leaf,30,1,29.0,0.371,0.371,0.6319,0.8983,0.7462,0.9912,,
15,35,15.0,eom,10,1,9.0,0.1592,0.1592,0.7498,0.9667,0.8829,0.9479,,
15,35,15.0,eom,15,1,14.0,0.1592,0.1592,0.6542,0.925,0.8429,0.9689,,
15,35,15.0,eom,20,1,19.0,0.1592,0.1592,0.6469,0.9211,0.7983,0.9799,,
15,35,15.0,eom,25,1,24.0,0.1592,0.1592,0.6602,0.9104,0.7761,0.9852,,
15,35,15.0,eom,30,1,29.0,0.1592,0.1592,0.6643,0.8931,0.727,0.9874,,
15,35,15.0,leaf,10,1,9.0,0.376,0.376,0.7115,0.9444,0.8785,0.9663,,
15,35,15.0,leaf,15,1,14.0,0.376,0.376,0.6331,0.9357,0.8636,0.9829,,
15,35,15.0,leaf,20,1,19.0,0.376,0.376,0.6088,0.9132,0.8028,0.9871,,
15,35,15.0,leaf,25,1,24.0,0.376,0.376,0.6384,0.9021,0.777,0.9896,,
15,35,15.0,leaf,30,1,29.0,0.376,0.376,0.646,0.8845,0.7393,0.9912,,
15,35,,eom,10,1,9.0,0.1648,0.1648,0.6984,0.9778,0.9234,0.9582,,
15,35,,eom,15,1,14.0,0.1648,0.1648,0.6727,0.9464,0.859,0.9727,,
15,35,,eom,20,1,19.0,0.1648,0.1648,0.6527,0.9263,0.8064,0.9799,,
15,35,,eom,25,1,24.0,0.1648,0.1648,0.6067,0.9208,0.7833,0.9853,,
15,35,,eom,30,1,29.0,0.1648,0.1648,0.6457,0.8879,0.7316,0.9879,,
15,35,,leaf,10,1,9.0,0.4312,0.4312,0.7114,0.9444,0.8763,0.9709,,
15,35,,leaf,15,1,14.0,0.4312,0.4312,0.6315,0.9429,0.8691,0.9844,,
15,35,,leaf,20,1,19.0,0.4312,0.4312,0.6136,0.9342,0.8325,0.9887,,
15,35,,leaf,25,1,24.0,0.4312,0.4312,0.6208,0.9188,0.7941,0.9907,,
15,35,,leaf,30,1,29.0,0.4312,0.4312,0.6529,0.9017,0.7565,0.992,,
15,40,5.0,eom,10,1,9.0,0.1152,0.1152,0.6851,0.9611,0.8951,0.9455,,
15,40,5.0,eom,15,1,14.0,0.1152,0.1152,0.6656,0.9429,0.8547,0.9681,,
15,40,5.0,eom,20,1,19.0,0.1152,0.1152,0.6111,0.9237,0.7999,0.9797,,
15,40,5.0,eom,25,1,24.0,0.1152,0.1152,0.6233,0.8938,0.7355,0.9838,,
15,40,5.0,eom,30,1,29.0,0.1152,0.1152,0.6295,0.8638,0.6876,0.9862,,
15,40,5.0,leaf,10,1,9.0,0.3712,0.3712,0.6341,0.9556,0.8867,0.9668,,
15,40,5.0,leaf,15,1,14.0,0.3712,0.3712,0.6017,0.9357,0.8491,0.9818,,
15,40,5.0,leaf,20,1,19.0,0.3712,0.3712,0.6562,0.9079,0.8058,0.9864,,
15,40,5.0,leaf,25,1,24.0,0.3712,0.3712,0.6037,0.9083,0.7696,0.9894,,
15,40,5.0,leaf,30,1,29.0,0.3712,0.3712,0.6154,0.8897,0.7313,0.9911,,
15,40,15.0,eom,10,1,9.0,0.1633,0.1633,0.7273,0.9667,0.8838,0.9478,,
15,40,15.0,eom,15,1,14.0,0.1633,0.1633,0.6138,0.9179,0.8258,0.9729,,
15,40,15.0,eom,20,1,19.0,0.1633,0.1633,0.656,0.9079,0.7765,0.9799,,
15,40,15.0,eom,25,1,24.0,0.1633,0.1633,0.6435,0.9104,0.7715,0.9852,,
15,40,15.0,eom,30,1,29.0,0.1633,0.1633,0.6594,0.8914,0.7218,0.9874,,
15,40,15.0,leaf,10,1,9.0,0.3557,0.3557,0.6514,0.95,0.8858,0.968,,
15,40,15.0,leaf,15,1,14.0,0.3557,0.3557,0.5614,0.95,0.8755,0.9829,,
15,40,15.0,leaf,20,1,19.0,0.3557,0.3557,0.5866,0.9184,0.8001,0.9866,,
15,40,15.0,leaf,25,1,24.0,0.3557,0.3557,0.6175,0.9083,0.774,0.9896,,
15,40,15.0,leaf,30,1,29.0,0.3557,0.3557,0.6334,0.8914,0.7367,0.9912,,
15,40,,eom,10,1,9.0,0.1398,0.1398,0.6291,0.9722,0.8991,0.9518,,
15,40,,eom,15,1,14.0,0.1398,0.1398,0.5979,0.9464,0.8539,0.9723,,
15,40,,eom,20,1,19.0,0.1398,0.1398,0.5587,0.9395,0.8126,0.9799,,
15,40,,eom,25,1,24.0,0.1398,0.1398,0.6311,0.9062,0.7702,0.9845,,
15,40,,eom,30,1,30.0,0.1398,0.1398,0.6267,0.8983,0.7332,0.9878,,
15,40,,leaf,10,1,9.0,0.4506,0.4506,0.6648,0.9556,0.8896,0.9733,,
15,40,,leaf,15,1,14.0,0.4506,0.4506,0.6073,0.9464,0.8535,0.9837,,
15,40,,leaf,20,1,19.0,0.4506,0.4506,0.6553,0.9184,0.8029,0.9885,,
15,40,,leaf,25,1,24.0,0.4506,0.4506,0.5884,0.9188,0.7811,0.9911,,
15,40,,leaf,30,1,29.0,0.4506,0.4506,0.6313,0.9069,0.7476,0.9924,,
20,8,5.0,eom,10,1,9.0,0.2626,0.2626,0.5506,0.9722,0.9028,0.9666,,
20,8,5.0,eom,15,1,14.0,0.2626,0.2626,0.6235,0.9571,0.884,0.9787,,
20,8,5.0,eom,20,1,19.0,0.2626,0.2626,0.5535,0.9395,0.8306,0.9837,,
20,8,5.0,eom,25,1,24.0,0.2626,0.2626,0.5916,0.9125,0.7874,0.9853,,
20,8,5.0,eom,30,1,29.0,0.2626,0.2626,0.5994,0.8931,0.7595,0.9885,,
20,8,5.0,leaf,10,1,9.0,0.4598,0.4598,0.545,0.9722,0.9093,0.9708,,
20,8,5.0,leaf,15,1,14.0,0.4598,0.4598,0.5669,0.9179,0.8272,0.9819,,
20,8,5.0,leaf,20,1,19.0,0.4598,0.4598,0.6026,0.9184,0.8069,0.9869,,
20,8,5.0,leaf,25,1,24.0,0.4598,0.4598,0.5818,0.9208,0.7988,0.9898,,
20,8,5.0,leaf,30,1,29.0,0.4598,0.4598,0.5989,0.9017,0.7726,0.9919,,
20,8,15.0,eom,10,1,9.0,0.2927,0.2927,0.4241,0.9778,0.9081,0.9693,,
20,8,15.0,eom,15,1,14.0,0.2927,0.2927,0.483,0.9357,0.8423,0.9777,,
20,8,15.0,eom,20,1,19.0,0.2927,0.2927,0.5104,0.9,0.7765,0.9839,,
20,8,15.0,eom,25,1,24.0,0.2927,0.2927,0.5814,0.9,0.7595,0.9874,,
20,8,15.0,eom,30,1,29.0,0.2927,0.2927,0.5844,0.8828,0.7339,0.9895,,
20,8,15.0,leaf,10,1,9.0,0.5145,0.5145,0.6227,0.95,0.8833,0.9739,,
20,8,15.0,leaf,15,1,14.0,0.5145,0.5145,0.5583,0.9429,0.8487,0.9846,,
20,8,15.0,leaf,20,1,19.0,0.5145,0.5145,0.5502,0.9184,0.7967,0.9889,,
20,8,15.0,leaf,25,1,24.0,0.5145,0.5145,0.5439,0.9042,0.7694,0.9914,,
20,8,15.0,leaf,30,1,29.0,0.5145,0.5145,0.5892,0.8966,0.7547,0.9929,,
20,8,,eom,10,1,9.0,0.2674,0.2674,0.5346,0.9611,0.9,0.9614,,
20,8,,eom,15,1,14.0,0.2674,0.2674,0.6172,0.925,0.862,0.9757,,
20,8,,eom,20,1,19.0,0.2674,0.2674,0.6255,0.9316,0.827,0.9818,,
20,8,,eom,25,1,24.0,0.2674,0.2674,0.6011,0.9083,0.7846,0.9857,,
20,8,,eom,30,1,29.0,0.2674,0.2674,0.6275,0.8966,0.7616,0.9885,,
20,8,,leaf,10,1,9.0,0.4642,0.4642,0.5452,0.95,0.8833,0.972,,
20,8,,leaf,15,1,14.0,0.4642,0.4642,0.5853,0.9464,0.8574,0.9838,,
20,8,,leaf,20,1,19.0,0.4642,0.4642,0.626,0.9395,0.839,0.9877,,
20,8,,leaf,25,1,24.0,0.4642,0.4642,0.6538,0.9208,0.8174,0.9904,,
20,8,,leaf,30,1,29.0,0.4642,0.4642,0.653,0.9138,0.7956,0.9923,,
20,15,5.0,eom,10,1,9.0,0.2574,0.2574,0.5045,0.9556,0.8984,0.9626,,
20,15,5.0,eom,15,1,14.0,0.2574,0.2574,0.5381,0.9321,0.8423,0.9767,,
20,15,5.0,eom,20,1,19.0,0.2574,0.2574,0.5716,0.9053,0.7957,0.9834,,
20,15,5.0,eom,25,1,24.0,0.2574,0.2574,0.5926,0.9062,0.7688,0.9868,,
20,15,5.0,eom,30,1,29.0,0.2574,0.2574,0.6157,0.9052,0.7488,0.9889,,
20,15,5.0,leaf,10,1,9.0,0.425,0.425,0.5833,0.9722,0.9053,0.9713,,
20,15,5.0,leaf,15,1,14.0,0.425,0.425,0.5979,0.9464,0.8522,0.9815,,
20,15,5.0,leaf,20,1,19.0,0.425,0.425,0.5736,0.9184,0.8079,0.9867,,
20,15,5.0,leaf,25,1,24.0,0.425,0.425,0.5885,0.9146,0.7961,0.99,,
20,15,5.0,leaf,30,1,29.0,0.425,0.425,0.5778,0.9052,0.7595,0.9914,,
20,15,15.0,eom,10,1,9.0,0.2894,0.2894,0.5628,0.9667,0.8966,0.9624,,
20,15,15.0,eom,15,1,14.0,0.2894,0.2894,0.5227,0.9536,0.8692,0.978,,
20,15,15.0,eom,20,1,19.0,0.2894,0.2894,0.5436,0.9211,0.7987,0.9842,,
20,15,15.0,eom,25,1,24.0,0.2894,0.2894,0.6045,0.9062,0.7706,0.9874,,
20,15,15.0,eom,30,1,29.0,0.2894,0.2894,0.5978,0.8983,0.7522,0.9894,,
20,15,15.0,leaf,10,1,9.0,0.4144,0.4144,0.6098,0.9722,0.9117,0.9711,,
20,15,15.0,leaf,15,1,14.0,0.4144,0.4144,0.5327,0.9464,0.8509,0.982,,
20,15,15.0,leaf,20,1,19.0,0.4144,0.4144,0.5453,0.9237,0.8028,0.9875,,
20,15,15.0,leaf,25,1,24.0,0.4144,0.4144,0.5819,0.8958,0.756,0.9899,,
20,15,15.0,leaf,30,1,29.0,0.4144,0.4144,0.6066,0.8983,0.7539,0.9917,,
20,15,,eom,10,1,9.0,0.2894,0.2894,0.5628,0.9667,0.8966,0.9624,,
20,15,,eom,15,1,14.0,0.2894,0.2894,0.5227,0.9536,0.8692,0.978,,
20,15,,eom,20,1,19.0,0.2894,0.2894,0.5436,0.9211,0.7987,0.9842,,
20,15,,eom,25,1,24.0,0.2894,0.2894,0.6045,0.9062,0.7706,0.9874,,
20,15,,eom,30,1,29.0,0.2894,0.2894,0.5978,0.8983,0.7522,0.9894,,
20,15,,leaf,10,1,9.0,0.4144,0.4144,0.6098,0.9722,0.9117,0.9711,,
20,15,,leaf,15,1,14.0,0.4144,0.4144,0.5327,0.9464,0.8509,0.982,,
20,15,,leaf,20,1,19.0,0.4144,0.4144,0.5453,0.9237,0.8028,0.9875,,
20,15,,leaf,25,1,24.0,0.4144,0.4144,0.5819,0.8958,0.756,0.9899,,
20,15,,leaf,30,1,29.0,0.4144,0.4144,0.6066,0.8983,0.7539,0.9917,,
20,25,5.0,eom,10,1,9.0,0.2399,0.2399,0.6816,0.9556,0.8996,0.9608,,
20,25,5.0,eom,15,1,14.0,0.2399,0.2399,0.6257,0.9536,0.8651,0.9761,,
20,25,5.0,eom,20,1,19.0,0.2399,0.2399,0.6082,0.9237,0.8161,0.9834,,
20,25,5.0,eom,25,1,24.0,0.2399,0.2399,0.6316,0.9083,0.7771,0.9866,,
20,25,5.0,eom,30,1,29.0,0.2399,0.2399,0.6244,0.9052,0.7433,0.9889,,
20,25,5.0,leaf,10,1,9.0,0.3844,0.3844,0.6326,0.9556,0.8992,0.9706,,
20,25,5.0,leaf,15,1,14.0,0.3844,0.3844,0.5572,0.9429,0.8628,0.9815,,
20,25,5.0,leaf,20,1,19.0,0.3844,0.3844,0.5246,0.9132,0.8043,0.9873,,
20,25,5.0,leaf,25,1,24.0,0.3844,0.3844,0.5703,0.9125,0.7737,0.9893,,
20,25,5.0,leaf,30,1,29.0,0.3844,0.3844,0.5927,0.8931,0.7308,0.991,,
20,25,15.0,eom,10,1,9.0,0.2295,0.2295,0.6441,0.9556,0.9021,0.9607,,
20,25,15.0,eom,15,1,14.0,0.2295,0.2295,0.6002,0.9464,0.8545,0.9775,,
20,25,15.0,eom,20,1,19.0,0.2295,0.2295,0.6242,0.9158,0.8125,0.9826,,
20,25,15.0,eom,25,1,24.0,0.2295,0.2295,0.6497,0.9062,0.7738,0.9864,,
20,25,15.0,eom,30,1,29.0,0.2295,0.2295,0.6282,0.8879,0.7327,0.9888,,
20,25,15.0,leaf,10,1,9.0,0.3961,0.3961,0.6692,0.9556,0.9049,0.9719,,
20,25,15.0,leaf,15,1,14.0,0.3961,0.3961,0.5941,0.9464,0.8618,0.9831,,
20,25,15.0,leaf,20,1,19.0,0.3961,0.3961,0.5457,0.9211,0.807,0.9876,,
20,25,15.0,leaf,25,1,24.0,0.3961,0.3961,0.6026,0.9104,0.7793,0.99,,
20,25,15.0,leaf,30,1,29.0,0.3961,0.3961,0.6096,0.9121,0.761,0.9918,,
20,25,,eom,10,1,9.0,0.2508,0.2508,0.6474,0.9556,0.9016,0.9596,,
20,25,,eom,15,1,14.0,0.2508,0.2508,0.6343,0.9571,0.8773,0.9771,,
20,25,,eom,20,1,19.0,0.2508,0.2508,0.6574,0.9263,0.8186,0.9833,,
20,25,,eom,25,1,24.0,0.2508,0.2508,0.6303,0.9042,0.7812,0.9871,,
20,25,,eom,30,1,29.0,0.2508,0.2508,0.6588,0.9,0.7543,0.989,,
20,25,,leaf,10,1,9.0,0.4114,0.4114,0.6577,0.9611,0.9074,0.9721,,
20,25,,leaf,15,1,14.0,0.4114,0.4114,0.6848,0.9464,0.8715,0.9833,,
20,25,,leaf,20,1,19.0,0.4114,0.4114,0.5892,0.9,0.7984,0.988,,
20,25,,leaf,25,1,24.0,0.4114,0.4114,0.6351,0.9021,0.7724,0.9903,,
20,25,,leaf,30,1,29.0,0.4114,0.4114,0.6283,0.8897,0.7366,0.992,,
20,30,5.0,eom,10,1,9.0,0.2402,0.2402,0.7037,0.9556,0.9025,0.9628,,
20,30,5.0,eom,15,1,14.0,0.2402,0.2402,0.6126,0.95,0.8572,0.9778,,
20,30,5.0,eom,20,1,19.0,0.2402,0.2402,0.6808,0.9184,0.7972,0.9827,,
20,30,5.0,eom,25,1,24.0,0.2402,0.2402,0.6425,0.9312,0.7876,0.9869,,
20,30,5.0,eom,30,1,29.0,0.2402,0.2402,0.6594,0.9121,0.7495,0.9891,,
20,30,5.0,leaf,10,1,9.0,0.3569,0.3569,0.6677,0.9556,0.9011,0.9707,,
20,30,5.0,leaf,15,1,14.0,0.3569,0.3569,0.6584,0.9536,0.8671,0.982,,
20,30,5.0,leaf,20,1,19.0,0.3569,0.3569,0.6329,0.9184,0.814,0.9871,,
20,30,5.0,leaf,25,1,24.0,0.3569,0.3569,0.6309,0.9167,0.782,0.9893,,
20,30,5.0,leaf,30,1,29.0,0.3569,0.3569,0.6278,0.8828,0.722,0.9911,,
20,30,15.0,eom,10,1,9.0,0.2067,0.2067,0.6718,0.9556,0.8991,0.956,,
20,30,15.0,eom,15,1,14.0,0.2067,0.2067,0.6627,0.9393,0.8526,0.9726,,
20,30,15.0,eom,20,1,19.0,0.2067,0.2067,0.6355,0.9053,0.7944,0.9821,,
20,30,15.0,eom,25,1,24.0,0.2067,0.2067,0.6161,0.8979,0.7625,0.9856,,
20,30,15.0,eom,30,1,29.0,0.2067,0.2067,0.6191,0.8897,0.7362,0.9884,,
20,30,15.0,leaf,10,1,9.0,0.3902,0.3902,0.6756,0.9611,0.9085,0.9723,,
20,30,15.0,leaf,15,1,14.0,0.3902,0.3902,0.6953,0.9536,0.8716,0.9828,,
20,30,15.0,leaf,20,1,19.0,0.3902,0.3902,0.635,0.9079,0.8101,0.987,,
20,30,15.0,leaf,25,1,24.0,0.3902,0.3902,0.6339,0.9125,0.7731,0.9901,,
20,30,15.0,leaf,30,1,29.0,0.3902,0.3902,0.6211,0.8845,0.7346,0.9915,,
20,30,,eom,10,1,9.0,0.1776,0.1776,0.7041,0.9889,0.9351,0.9586,,
20,30,,eom,15,1,14.0,0.1776,0.1776,0.6125,0.95,0.8594,0.9731,,
20,30,,eom,20,1,19.0,0.1776,0.1776,0.6051,0.9211,0.8028,0.9807,,
20,30,,eom,25,1,24.0,0.1776,0.1776,0.6037,0.9167,0.7751,0.9847,,
20,30,,eom,30,1,29.0,0.1776,0.1776,0.6072,0.8897,0.7321,0.9879,,
20,30,,leaf,10,1,9.0,0.4149,0.4149,0.6738,0.95,0.9022,0.9716,,
20,30,,leaf,15,1,14.0,0.4149,0.4149,0.633,0.9393,0.8713,0.9835,,
20,30,,leaf,20,1,19.0,0.4149,0.4149,0.6048,0.9132,0.8021,0.9878,,
20,30,,leaf,25,1,24.0,0.4149,0.4149,0.649,0.9167,0.7859,0.9903,,
20,30,,leaf,30,1,29.0,0.4149,0.4149,0.6663,0.9103,0.7588,0.9922,,
20,35,5.0,eom,10,1,9.0,0.1389,0.1389,0.7305,0.9611,0.8918,0.9483,,
20,35,5.0,eom,15,1,14.0,0.1389,0.1389,0.6923,0.9179,0.8385,0.9686,,
20,35,5.0,eom,20,1,19.0,0.1389,0.1389,0.6309,0.9368,0.8005,0.9793,,
20,35,5.0,eom,25,1,24.0,0.1389,0.1389,0.6499,0.9167,0.7725,0.9844,,
20,35,5.0,eom,30,1,29.0,0.1389,0.1389,0.6519,0.8776,0.7147,0.9869,,
20,35,5.0,leaf,10,1,9.0,0.3584,0.3584,0.6893,0.9556,0.8787,0.9667,,
20,35,5.0,leaf,15,1,14.0,0.3584,0.3584,0.5931,0.9571,0.8629,0.9812,,
20,35,5.0,leaf,20,1,19.0,0.3584,0.3584,0.6478,0.9421,0.836,0.9872,,
20,35,5.0,leaf,25,1,24.0,0.3584,0.3584,0.6468,0.9146,0.7839,0.9897,,
20,35,5.0,leaf,30,1,29.0,0.3584,0.3584,0.6542,0.8828,0.7294,0.9911,,
20,35,15.0,eom,10,1,9.0,0.1538,0.1538,0.6566,0.9722,0.9101,0.9549,,
20,35,15.0,eom,15,1,14.0,0.1538,0.1538,0.5962,0.9321,0.8473,0.9736,,
20,35,15.0,eom,20,1,19.0,0.1538,0.1538,0.5852,0.9184,0.7988,0.9802,,
20,35,15.0,eom,25,1,24.0,0.1538,0.1538,0.6041,0.9104,0.7695,0.9841,,
20,35,15.0,eom,30,1,29.0,0.1538,0.1538,0.6016,0.8828,0.7171,0.9871,,
20,35,15.0,leaf,10,1,9.0,0.3972,0.3972,0.7185,0.9556,0.8866,0.9669,,
20,35,15.0,leaf,15,1,14.0,0.3972,0.3972,0.6173,0.9393,0.8535,0.9824,,
20,35,15.0,leaf,20,1,19.0,0.3972,0.3972,0.565,0.9105,0.8016,0.9867,,
20,35,15.0,leaf,25,1,24.0,0.3972,0.3972,0.6282,0.9208,0.786,0.9899,,
20,35,15.0,leaf,30,1,29.0,0.3972,0.3972,0.6315,0.8793,0.7312,0.9914,,
20,35,,eom,10,1,9.0,0.1935,0.1935,0.7127,0.9889,0.9333,0.9592,,
20,35,,eom,15,1,14.0,0.1935,0.1935,0.57,0.9393,0.8558,0.9734,,
20,35,,eom,20,1,19.0,0.1935,0.1935,0.5833,0.9184,0.8019,0.9808,,
20,35,,eom,25,1,24.0,0.1935,0.1935,0.6069,0.9188,0.7838,0.9861,,
20,35,,eom,30,1,29.0,0.1935,0.1935,0.6386,0.8914,0.7306,0.9883,,
20,35,,leaf,10,1,9.0,0.4309,0.4309,0.6758,0.9722,0.9006,0.9709,,
20,35,,leaf,15,1,14.0,0.4309,0.4309,0.623,0.9321,0.8651,0.9844,,
20,35,,leaf,20,1,19.0,0.4309,0.4309,0.6377,0.9132,0.8087,0.9882,,
20,35,,leaf,25,1,24.0,0.4309,0.4309,0.5969,0.9042,0.7771,0.9905,,
20,35,,leaf,30,1,29.0,0.4309,0.4309,0.6359,0.8948,0.7477,0.9921,,
20,40,5.0,eom,10,1,9.0,0.143,0.143,0.7034,0.9556,0.8847,0.9484,,
20,40,5.0,eom,15,1,14.0,0.143,0.143,0.6563,0.9321,0.8424,0.9693,,
20,40,5.0,eom,20,1,19.0,0.143,0.143,0.595,0.9158,0.78,0.98,,
20,40,5.0,eom,25,1,24.0,0.143,0.143,0.6493,0.9083,0.7571,0.9844,,
20,40,5.0,eom,30,1,29.0,0.143,0.143,0.6525,0.8741,0.7069,0.9869,,
20,40,5.0,leaf,10,1,9.0,0.3477,0.3477,0.668,0.9611,0.889,0.9675,,
20,40,5.0,leaf,15,1,14.0,0.3477,0.3477,0.5538,0.9393,0.85,0.9819,,
20,40,5.0,leaf,20,1,19.0,0.3477,0.3477,0.6461,0.9289,0.8183,0.9867,,
20,40,5.0,leaf,25,1,24.0,0.3477,0.3477,0.6476,0.9146,0.7773,0.9895,,
20,40,5.0,leaf,30,1,29.0,0.3477,0.3477,0.65,0.8845,0.7248,0.9909,,
20,40,15.0,eom,10,1,9.0,0.1189,0.1189,0.6089,0.9444,0.8788,0.9546,,
20,40,15.0,eom,15,1,14.0,0.1189,0.1189,0.58,0.9143,0.8225,0.9693,,
20,40,15.0,eom,20,1,19.0,0.1189,0.1189,0.5567,0.9132,0.7824,0.9774,,
20,40,15.0,eom,25,1,24.0,0.1189,0.1189,0.5793,0.9208,0.778,0.9839,,
20,40,15.0,eom,30,1,29.0,0.1189,0.1189,0.5844,0.8845,0.7222,0.987,,
20,40,15.0,leaf,10,1,9.0,0.3837,0.3837,0.663,0.9722,0.9011,0.9678,,
20,40,15.0,leaf,15,1,14.0,0.3837,0.3837,0.5987,0.9286,0.8408,0.9817,,
20,40,15.0,leaf,20,1,19.0,0.3837,0.3837,0.5801,0.9158,0.7953,0.9868,,
20,40,15.0,leaf,25,1,24.0,0.3837,0.3837,0.616,0.9125,0.7748,0.9897,,
20,40,15.0,leaf,30,1,29.0,0.3837,0.3837,0.6531,0.8931,0.741,0.9914,,
20,40,,eom,10,1,9.0,0.1978,0.1978,0.744,0.9389,0.8732,0.9536,,
20,40,,eom,15,1,14.0,0.1978,0.1978,0.5905,0.9286,0.8474,0.9753,,
20,40,,eom,20,1,19.0,0.1978,0.1978,0.5966,0.9368,0.8072,0.9815,,
20,40,,eom,25,1,24.0,0.1978,0.1978,0.579,0.9021,0.7614,0.986,,
20,40,,eom,30,1,29.0,0.1978,0.1978,0.6279,0.8862,0.7252,0.9881,,
20,40,,leaf,10,1,9.0,0.4531,0.4531,0.6511,0.9556,0.8848,0.9719,,
20,40,,leaf,15,1,14.0,0.4531,0.4531,0.6183,0.9464,0.8701,0.9849,,
20,40,,leaf,20,1,19.0,0.4531,0.4531,0.6512,0.9211,0.8106,0.9888,,
20,40,,leaf,25,1,24.0,0.4531,0.4531,0.5811,0.9229,0.7913,0.9912,,
20,40,,leaf,30,1,29.0,0.4531,0.4531,0.6345,0.9052,0.7515,0.9924,,
