n_neighbors,min_cluster_size,min_samples,cluster_selection_method,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,25,5.0,leaf,10,42,109,0.34649869481330153,0.34649869481330153,9,0.6953191930145336,0.9666666666666667,0.909616316486485,0.9642812624384229
10,25,5.0,leaf,15,42,109,0.34649869481330153,0.34649869481330153,14,0.5507038517170086,0.9392857142857143,0.8654574158803591,0.978756385190925
10,25,5.0,leaf,20,42,109,0.34649869481330153,0.34649869481330153,19,0.5994947363978141,0.9052631578947369,0.7967285848640528,0.9846159839476234
10,25,5.0,leaf,25,42,109,0.34649869481330153,0.34649869481330153,24,0.6243802311134853,0.8979166666666667,0.7629705409847948,0.9878311388941925
10,25,5.0,leaf,30,42,109,0.34649869481330153,0.34649869481330153,29,0.6322130508520899,0.8879310344827587,0.7299601540614555,0.9899192176277983
10,25,5.0,eom,10,42,68,0.1728521166723414,0.1728521166723414,9,0.6448052320133624,0.9722222222222222,0.9129257987646202,0.9535462319476947
10,25,5.0,eom,15,42,68,0.1728521166723414,0.1728521166723414,14,0.661864849197694,0.9428571428571428,0.8705594669859386,0.9712285636824103
10,25,5.0,eom,20,42,68,0.1728521166723414,0.1728521166723414,19,0.6464926383357309,0.9394736842105263,0.8156635228607702,0.9775106100909268
10,25,5.0,eom,25,42,68,0.1728521166723414,0.1728521166723414,24,0.640757739813883,0.9229166666666667,0.7818160855852122,0.9834922759734157
10,25,5.0,eom,30,42,68,0.1728521166723414,0.1728521166723414,29,0.5977015852657582,0.906896551724138,0.7529134193498127,0.9866642794125824
10,25,15.0,leaf,10,42,91,0.4165247985472705,0.4165247985472705,9,0.6807927481041065,0.9722222222222222,0.9112327357467043,0.9692266644261918
10,25,15.0,leaf,15,42,91,0.4165247985472705,0.4165247985472705,14,0.5799354164923746,0.9321428571428572,0.8497150974647057,0.9809059165516727
10,25,15.0,leaf,20,42,91,0.4165247985472705,0.4165247985472705,19,0.5813480884088965,0.9078947368421053,0.7954563679378076,0.9866787797529856
10,25,15.0,leaf,25,42,91,0.4165247985472705,0.4165247985472705,24,0.5920779639726387,0.8979166666666667,0.7744967956567995,0.9898038299022812
10,25,15.0,leaf,30,42,91,0.4165247985472705,0.4165247985472705,29,0.5963597256904167,0.8931034482758621,0.7485995242536582,0.991310317667722
10,25,15.0,eom,10,42,61,0.16570196345477245,0.16570196345477245,9,0.6311412842158518,0.9722222222222222,0.9082131728513456,0.9536055226240272
10,25,15.0,eom,15,42,61,0.16570196345477245,0.16570196345477245,14,0.6113657277229975,0.9571428571428572,0.8686086784974533,0.9702145286175828
10,25,15.0,eom,20,42,61,0.16570196345477245,0.16570196345477245,19,0.6695480333708933,0.9105263157894737,0.7937954091372488,0.9795275635834378
10,25,15.0,eom,25,42,61,0.16570196345477245,0.16570196345477245,24,0.6300542304144917,0.9,0.758797124255071,0.9841400422948793
10,25,15.0,eom,30,42,61,0.16570196345477245,0.16570196345477245,29,0.6408439787374414,0.8896551724137931,0.7279094898174949,0.9867286308848441
10,30,,leaf,10,42,66,0.4081262058790149,0.4081262058790149,9,0.6614977635635764,0.9777777777777777,0.919678242528176,0.9706045710547893
10,30,,leaf,15,42,66,0.4081262058790149,0.4081262058790149,14,0.608388387852821,0.9571428571428572,0.8732986829846558,0.9825378591111864
10,30,,leaf,20,42,66,0.4081262058790149,0.4081262058790149,19,0.6215927171757947,0.9394736842105263,0.8297948374972567,0.9873969051648553
10,30,,leaf,25,42,66,0.4081262058790149,0.4081262058790149,24,0.6434359631483738,0.9104166666666667,0.783265312486049,0.9896287979221897
10,30,,leaf,30,42,66,0.4081262058790149,0.4081262058790149,29,0.6359314376900588,0.8931034482758621,0.7443230045197804,0.9913149003520499
10,30,,eom,10,42,41,0.1159913744183407,0.1159913744183407,9,0.7603872046410369,0.9777777777777777,0.9146085510471494,0.9560965902120233
10,30,,eom,15,42,41,0.1159913744183407,0.1159913744183407,14,0.7373216959868591,0.9464285714285714,0.864358930284758,0.9676499428582669
10,30,,eom,20,42,41,0.1159913744183407,0.1159913744183407,19,0.6367356145997953,0.9368421052631579,0.8076543196841367,0.9787182351576114
10,30,,eom,25,42,41,0.1159913744183407,0.1159913744183407,24,0.636027684297556,0.9166666666666666,0.7770070478062493,0.9831525175500425
10,30,,eom,30,42,41,0.1159913744183407,0.1159913744183407,29,,0.8931034482758621,0.7346745322289676,0.9864187272953759
10,30,5.0,leaf,10,42,95,0.355464759959142,0.355464759959142,9,0.7187741697020428,0.9666666666666667,0.8965550092490151,0.9638543172031283
10,30,5.0,leaf,15,42,95,0.355464759959142,0.355464759959142,14,0.6189396489045255,0.9464285714285714,0.8694676388666356,0.9802167390986805
10,30,5.0,leaf,20,42,95,0.355464759959142,0.355464759959142,19,0.6667487420705287,0.9184210526315789,0.8119770513317712,0.9851073531127148
