model,topic_type,granularity,corpus,n_topics,best_k_cv,exclusivity,diversity_entropy,topic_diversity_dieng,coherence_cv_recomputed,k_grid_scores,k_perplexity_scores,grid_passes,best_alpha,best_eta,corpus_version
lda,probabilistic,unit,tweets_bre2022,20,0.4296697941172236,0.8169014084507042,0.9941598508148112,0.71,0.5272591571216251,"{""3"": 0.3355961784619823, ""5"": 0.361462170947024, ""7"": 0.34063698282489574, ""8"": 0.34313615358612504, ""10"": 0.3319258617556432, ""12"": 0.35561576933903205, ""15"": 0.38161865523009647, ""20"": 0.4296697941172236, ""25"": 0.4159866474811884, ""30"": 0.3969828409644089}","{""3"": 970.3802506958782, ""5"": 964.497333201357, ""7"": 992.8166062185345, ""8"": 1006.8766896776357, ""10"": 1031.8737231207315, ""12"": 1034.9333604088067, ""15"": 1032.5987722755415, ""20"": 1058.3583229793508, ""25"": 1111.3891958086629, ""30"": 1180.080401261382}",20,0.1,None,tweets_bre2022_20260629_215159
