n_neighbors,min_cluster_size,min_samples,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,15,,15,123,118,0.3286090301680502,0.0,15,0.39862814834186117,0.5866666666666667,0.32352356359932194,0.9595880935331239
10,15,,20,123,118,0.3286090301680502,0.0,20,0.4050286927201926,0.63,0.3461262012792384,0.970033812578512
10,15,,25,123,118,0.3286090301680502,0.0,25,0.39385981265340647,0.646,0.36185733507701967,0.9761777168650246
10,15,,30,123,118,0.3286090301680502,0.0,30,0.40840657157384935,0.6633333333333333,0.3692692224744471,0.9802513622543647
10,25,,10,123,71,0.289329823850982,0.0,10,0.37291234873190465,0.575,0.30370306583540924,0.9404240914491091
10,25,,15,123,71,0.289329823850982,0.0,15,0.37521263677414013,0.5866666666666667,0.3047273138343768,0.960458840150824
10,25,,20,123,71,0.289329823850982,0.0,20,0.37036165666716026,0.5925,0.30739284497450475,0.9703235028224967
10,25,,25,123,71,0.289329823850982,0.0,25,0.3855535386239153,0.64,0.3140842329148406,0.9766214803922014
10,25,,30,123,71,0.289329823850982,0.0,30,0.4219112291251869,0.6616666666666666,0.32608528146372523,0.980689144812285
10,40,,10,123,41,0.26989269082810285,0.0,10,0.3936566522685924,0.63,0.3553589103439959,0.9394287944799531
10,40,,15,123,41,0.26989269082810285,0.0,15,0.4217292623547794,0.64,0.3518819340408739,0.960795333679839
10,40,,20,123,41,0.26989269082810285,0.0,20,0.46145655752663217,0.6525,0.3429455506090323,0.9714167066772686
10,40,,25,123,41,0.26989269082810285,0.0,25,0.4722880746725142,0.662,0.3324677513921208,0.9774624454663511
10,40,,30,123,41,0.26989269082810285,0.0,30,0.5076860377885233,0.6816666666666666,0.34238515061722435,0.9813851416266071
15,8,,10,123,185,0.33407572383073497,0.0,10,0.3875791008520516,0.56,0.3156300138934451,0.9354509201109668
15,8,,15,123,185,0.33407572383073497,0.0,15,0.398285559909688,0.6,0.3295326796384407,0.9585754972173616
15,8,,20,123,185,0.33407572383073497,0.0,20,0.3838574648768697,0.6325,0.3419931331954795,0.9690269258308237
15,8,,25,123,185,0.33407572383073497,0.0,25,0.38575058639567134,0.612,0.32922773320390997,0.9755652443730273
15,8,,30,123,185,0.33407572383073497,0.0,30,0.41472228719812915,0.6266666666666667,0.3397445291617959,0.9797572522886531
15,15,,10,123,110,0.34156711884996965,0.0,10,0.3471195219734503,0.59,0.3533136628972916,0.9369923201769408
15,15,,15,123,110,0.34156711884996965,0.0,15,0.4030540054661479,0.59,0.351892357694766,0.9590684630463556
15,15,,20,123,110,0.34156711884996965,0.0,20,0.40842202465298794,0.6375,0.36607524256086016,0.9698503419682035
15,15,,25,123,110,0.34156711884996965,0.0,25,0.3938974748967229,0.628,0.3453018951781938,0.9762305203364116
15,15,,30,123,110,0.34156711884996965,0.0,30,0.4338275142374054,0.66,0.3608085097931676,0.9803418227144473
15,25,,10,123,66,0.3350880745090099,0.0,10,0.3728736718488096,0.565,0.3051362578648667,0.939724942318491
15,25,,15,123,66,0.3350880745090099,0.0,15,0.4260187721360974,0.6266666666666667,0.3460249241727348,0.9607892934856471
15,25,,20,123,66,0.3350880745090099,0.0,20,0.45223126689169757,0.6875,0.3868167674187688,0.9707823572027818
15,25,,25,123,66,0.3350880745090099,0.0,25,0.4365185347865063,0.672,0.35526709866713113,0.9768235128219257
15,25,,30,123,66,0.3350880745090099,0.0,30,0.44325737877442556,0.6766666666666666,0.35645372388504654,0.9808712003754982
15,40,,10,123,43,0.2980360396841466,0.0,10,0.4471110031956923,0.65,0.38571656349821776,0.9386914218220086
15,40,,15,123,43,0.2980360396841466,0.0,15,0.45544052155439924,0.65,0.3716696955235142,0.9608430701771628
15,40,,20,123,43,0.2980360396841466,0.0,20,0.48989529980307644,0.65,0.36644211841420815,0.9711570609373442
15,40,,25,123,43,0.2980360396841466,0.0,25,0.5307777479925199,0.672,0.3775082046367784,0.9771382872265236
15,40,,30,123,43,0.2980360396841466,0.0,30,0.539398697342208,0.6716666666666666,0.36837476019814414,0.9810492335047497
20,8,,10,123,175,0.3486535735978943,0.0,10,0.35120814520499716,0.435,0.23263158651123286,0.9367311922411604
20,8,,15,123,175,0.3486535735978943,0.0,15,0.37430723002548727,0.48333333333333334,0.26067500555947115,0.958237791290788
20,8,,20,123,175,0.3486535735978943,0.0,20,0.3666388152657779,0.52,0.2614016395904714,0.969380127615169
20,8,,25,123,175,0.3486535735978943,0.0,25,0.40615405230400564,0.588,0.3029986057739296,0.9757464589155256
20,8,,30,123,175,0.3486535735978943,0.0,30,0.42560775799968453,0.6316666666666667,0.3247717377068594,0.9799446255918868
20,15,,10,123,104,0.3508807450900992,0.0,10,0.34197318692406264,0.47,0.24594869080326895,0.9386082053356098
20,15,,15,123,104,0.3508807450900992,0.0,15,0.38559805682293996,0.5433333333333333,0.2950928096136311,0.959355136210084
20,15,,20,123,104,0.3508807450900992,0.0,20,0.4160551907234783,0.6,0.3337541739257325,0.9699539857602465
20,15,,25,123,104,0.3508807450900992,0.0,25,0.4303120013444996,0.624,0.3408722174187335,0.9762346638032158
20,15,,30,123,104,0.3508807450900992,0.0,30,0.45039218090715255,0.6633333333333333,0.36757918257991734,0.9803933265233865
20,25,,10,123,58,0.31646082202875075,0.0,9,0.3539224130921781,0.5944444444444444,0.32877848779662566,0.9307074341055279
20,25,,15,123,58,0.31646082202875075,0.0,14,0.4139563355230944,0.6321428571428571,0.35553796271911847,0.9561354217424233
20,25,,20,123,58,0.31646082202875075,0.0,19,0.4344612103898744,0.6421052631578947,0.3452236414843352,0.9682879223658392
20,25,,25,123,58,0.31646082202875075,0.0,24,0.444297939548233,0.6583333333333333,0.3486288286765557,0.975558269328714
20,25,,30,123,58,0.31646082202875075,0.0,29,0.47529004485332405,0.646551724137931,0.3435713245494261,0.9799342084496965
20,40,,10,123,43,0.3041101437537963,0.0,10,0.3932434516408402,0.585,0.34090036360374654,0.9383431167379728
20,40,,15,123,43,0.3041101437537963,0.0,15,0.4210772631311076,0.6033333333333334,0.3263109422370568,0.9604965406700826
20,40,,20,123,43,0.3041101437537963,0.0,19,0.4229919756099962,0.6236842105263158,0.32050742745114047,0.9693212446306347
20,40,,25,123,43,0.3041101437537963,0.0,24,0.4454671531682106,0.6395833333333333,0.3234894583050425,0.976349822968586
20,40,,30,123,43,0.3041101437537963,0.0,29,0.4671790324029957,0.6741379310344827,0.34088626208698597,0.9807199283707537
10,8,,10,456,191,0.3028953229398664,0.0,10,0.37015981875633924,0.505,0.26275422994471426,0.9358995460692645
10,8,,15,456,191,0.3028953229398664,0.0,15,0.3675581483584385,0.5233333333333333,0.2616485037274481,0.9584493498027541
10,8,,20,456,191,0.3028953229398664,0.0,20,0.3883974408816961,0.5725,0.29826162313643245,0.9689029444050652
10,8,,25,456,191,0.3028953229398664,0.0,25,0.3762943775089125,0.562,0.28353252431785897,0.9754754302636732
10,8,,30,456,191,0.3028953229398664,0.0,30,0.375478411080795,0.5916666666666667,0.2933798351002039,0.9796889814350317
10,15,,10,456,118,0.2828507795100223,0.0,10,0.37928741885512396,0.58,0.3414119923560166,0.9331695081018591
10,15,,15,456,118,0.2828507795100223,0.0,15,0.3729596251843092,0.5233333333333333,0.2913757324625187,0.9585501121733935
10,15,,20,456,118,0.2828507795100223,0.0,20,0.3986578694060467,0.5575,0.310971298069584,0.969283570673093
10,15,,25,456,118,0.2828507795100223,0.0,25,0.3924485072763391,0.57,0.29532542425814284,0.9757670700745377
10,15,,30,456,118,0.2828507795100223,0.0,30,0.412421791523073,0.6,0.3129080985244157,0.9799987770669981
10,25,,10,456,73,0.29317675642842683,0.0,10,0.36717410689052293,0.515,0.2563192837051965,0.9393416203944668
10,25,,15,456,73,0.29317675642842683,0.0,15,0.4172372810153815,0.6333333333333333,0.3407064026834599,0.9608473648959206
10,25,,20,456,73,0.29317675642842683,0.0,20,0.4174978500851133,0.64,0.3243536815103184,0.9707073230587856
10,25,,25,456,73,0.29317675642842683,0.0,25,0.4402555175818925,0.664,0.33224535998671473,0.9767339953993245
10,25,,30,456,73,0.29317675642842683,0.0,30,0.4356484717207884,0.67,0.33852128252519537,0.9808318228234278
10,40,,10,456,45,0.30937436728082607,0.0,10,0.3717811078442005,0.56,0.28429380374668584,0.9395623614761817
10,40,,15,456,45,0.30937436728082607,0.0,15,0.38473820140619325,0.62,0.2979298214402521,0.960817854708462
10,40,,20,456,45,0.30937436728082607,0.0,20,0.4281475618982372,0.655,0.3157945056386052,0.9713016174510936
10,40,,25,456,45,0.30937436728082607,0.0,24,0.4555792513454146,0.6625,0.32265972330991105,0.9764203685629909
10,40,,30,456,45,0.30937436728082607,0.0,29,0.4845060852612574,0.6879310344827586,0.35087130520597526,0.9806540717424808
15,8,,10,456,188,0.3176756428426807,0.0,10,0.3251884331452033,0.51,0.30713822344436525,0.9345786785400481
15,8,,15,456,188,0.3176756428426807,0.0,15,0.3358953601445894,0.5,0.2622065171604364,0.9579313740313392
15,8,,20,456,188,0.3176756428426807,0.0,20,0.36821068375153104,0.5575,0.3091533170439202,0.9689527426033319
15,8,,25,456,188,0.3176756428426807,0.0,24,0.3996918663730791,0.5916666666666667,0.34312047124398265,0.9742253288759514
15,8,,30,456,188,0.3176756428426807,0.0,29,0.4077155071335758,0.6051724137931035,0.33272878862779165,0.9788781509275679
15,15,,10,456,117,0.32435715731929543,0.0,10,0.34022911311629633,0.47,0.25372456761270645,0.9372578495133872
15,15,,15,456,117,0.32435715731929543,0.0,14,0.3923354556290242,0.55,0.30929284873324464,0.955812604326104
15,15,,20,456,117,0.32435715731929543,0.0,19,0.4050357210689619,0.5736842105263158,0.2948277273106805,0.9680252047322779
15,15,,25,456,117,0.32435715731929543,0.0,24,0.4075925203717639,0.56875,0.29258345343626657,0.9748682358905847
15,15,,30,456,117,0.32435715731929543,0.0,29,0.41314454973416487,0.6,0.3174088182229235,0.9793349697483598
15,25,,10,456,68,0.28771006276574207,0.0,10,0.3807679390301208,0.55,0.29272970088377115,0.9387629229506498
15,25,,15,456,68,0.28771006276574207,0.0,15,0.4152693587214013,0.5466666666666666,0.2847790284077571,0.9599910683163851
15,25,,20,456,68,0.28771006276574207,0.0,19,0.43326973496563587,0.5947368421052631,0.31074413302195486,0.9686762855385974
15,25,,25,456,68,0.28771006276574207,0.0,24,0.4641463636156535,0.6416666666666667,0.33545041015860894,0.9754945527941633
15,25,,30,456,68,0.28771006276574207,0.0,29,0.4618243724426115,0.656896551724138,0.3431384964431067,0.980058708592421
15,40,,10,456,41,0.288519943308362,0.0,10,0.3853242012398218,0.565,0.3136729813119473,0.9401445849868315
15,40,,15,456,41,0.288519943308362,0.0,15,0.40638681050987224,0.62,0.32211934419895333,0.9612415221963999
15,40,,20,456,41,0.288519943308362,0.0,20,0.4412547628176373,0.6825,0.3576545807131521,0.9714556474833612
15,40,,25,456,41,0.288519943308362,0.0,25,0.46863665709797414,0.702,0.3686915599327587,0.9771699486098449
15,40,,30,456,41,0.288519943308362,0.0,29,0.4717595925137987,0.7068965517241379,0.36183339366004613,0.9806835778515567
20,8,,10,456,170,0.35412026726057905,0.0,10,0.33621617789934743,0.46,0.2222069527361017,0.9372367749642437
20,8,,15,456,170,0.35412026726057905,0.0,15,0.36156071470347484,0.5166666666666667,0.27787480929123737,0.9585487397547715
20,8,,20,456,170,0.35412026726057905,0.0,20,0.3689020198694867,0.55,0.2834501772392208,0.9693502379083234
20,8,,25,456,170,0.35412026726057905,0.0,25,0.374949825084217,0.602,0.31861928294312647,0.9756819263903787
20,8,,30,456,170,0.35412026726057905,0.0,30,0.371570945767342,0.6066666666666667,0.3147628546597022,0.9797588232570285
20,15,,10,456,107,0.37254504960518325,0.0,10,0.34996621594622085,0.525,0.27582052489535225,0.9387186021440126
20,15,,15,456,107,0.37254504960518325,0.0,15,0.3617348775120829,0.5366666666666666,0.2777234790767215,0.9596716055494331
20,15,,20,456,107,0.37254504960518325,0.0,20,0.39772171235575626,0.585,0.2961769577698298,0.9701385678924268
20,15,,25,456,107,0.37254504960518325,0.0,25,0.4088129393152024,0.602,0.307003247468826,0.9762104767955543
20,15,,30,456,107,0.37254504960518325,0.0,30,0.43877529798267434,0.6466666666666666,0.34652937500821324,0.9802521054513673
20,25,,10,456,64,0.31625835189309576,0.0,10,0.3923340037862666,0.545,0.30233083812645,0.940176200494815
20,25,,15,456,64,0.31625835189309576,0.0,15,0.4160086509164186,0.59,0.29515639787886866,0.9609977783123562
20,25,,20,456,64,0.31625835189309576,0.0,20,0.46020451389087036,0.6675,0.357170933491472,0.9710715390983173
20,25,,25,456,64,0.31625835189309576,0.0,25,0.4645028516399776,0.692,0.35844956972163217,0.9770514094810976
20,25,,30,456,64,0.31625835189309576,0.0,30,0.49349275830903866,0.675,0.35027382695893183,0.9809731637706668
20,40,,10,456,40,0.310791658230411,0.0,10,0.344772150646866,0.575,0.31066829106432886,0.9396300510290384
20,40,,15,456,40,0.310791658230411,0.0,15,0.41570849573216506,0.61,0.3279960126889388,0.9609507672623315
20,40,,20,456,40,0.310791658230411,0.0,20,0.4770800201544616,0.635,0.33030872652458065,0.9711604077166891
20,40,,25,456,40,0.310791658230411,0.0,24,0.5056112351758939,0.6666666666666666,0.34949567241022844,0.9761601689908047
20,40,,30,456,40,0.310791658230411,0.0,29,0.51370376777899,0.6758620689655173,0.3418706125224928,0.9806164867595919
