n_neighbors,min_cluster_size,min_samples,reduce_nr,seed,n_raw,outlier_pre,outlier_post,K,cv,div,excl,frex
10,8,,10,42,207,0.2909495849362219,0.0,10,0.3622451803772575,0.51,0.31551129703215364,0.9350534869378567
10,8,,15,42,207,0.2909495849362219,0.0,15,0.3612919411372872,0.57,0.3533197613428341,0.9576723475696916
10,8,,20,42,207,0.2909495849362219,0.0,20,0.36409236903464215,0.56,0.33420513145882064,0.9689416638972436
10,8,,25,42,207,0.2909495849362219,0.0,25,0.37092969323356506,0.602,0.3451124068780886,0.9753811528909277
10,8,,30,42,207,0.2909495849362219,0.0,30,0.37622324217845915,0.6283333333333333,0.3493758080865667,0.9797218128159796
10,15,,10,42,119,0.29945333063373153,0.0,10,0.3371482067741294,0.495,0.22641476719286507,0.9378571337012668
10,15,,15,42,119,0.29945333063373153,0.0,15,0.3661783426259205,0.5133333333333333,0.2642763622234717,0.9590973616998625
10,15,,20,42,119,0.29945333063373153,0.0,19,0.36582771438002554,0.5605263157894737,0.27696012816007864,0.968090564551318
10,15,,25,42,119,0.29945333063373153,0.0,24,0.4020625578740648,0.6291666666666667,0.32229836658738426,0.9749387147277604
10,15,,30,42,119,0.29945333063373153,0.0,29,0.4131351076624094,0.6431034482758621,0.3139676906026557,0.9794683696936431
10,25,,10,42,64,0.28588783154484715,0.0,9,0.33522834320471867,0.5444444444444444,0.2881583527304642,0.9314633297986707
10,25,,15,42,64,0.28588783154484715,0.0,14,0.38145443924799416,0.5642857142857143,0.29018847128012254,0.9571624400341074
10,25,,20,42,64,0.28588783154484715,0.0,19,0.4122653922427957,0.6105263157894737,0.3139148575229007,0.9690706508355894
10,25,,25,42,64,0.28588783154484715,0.0,24,0.4511720472224643,0.6479166666666667,0.33702424075381554,0.9756726454683329
10,25,,30,42,64,0.28588783154484715,0.0,29,0.4622254799108933,0.6620689655172414,0.3356027895891296,0.9802760528972804
10,40,,10,42,43,0.2907471148005669,0.0,10,0.3578741883873007,0.575,0.3392976718020022,0.9385537777215347
10,40,,15,42,43,0.2907471148005669,0.0,14,0.39719894280932255,0.6107142857142858,0.3474228806731916,0.9576094027904977
10,40,,20,42,43,0.2907471148005669,0.0,19,0.42232049934054244,0.6473684210526316,0.34481306799614425,0.969666378103415
10,40,,25,42,43,0.2907471148005669,0.0,24,0.4652204136464299,0.6520833333333333,0.3425921623317248,0.9763364408888799
10,40,,30,42,43,0.2907471148005669,0.0,29,0.5130347351436858,0.6672413793103448,0.35178696830418227,0.980572648249896
15,8,,10,42,187,0.3290139704393602,0.0,10,0.3406313694558293,0.56,0.30881005675968454,0.9356394372225205
15,8,,15,42,187,0.3290139704393602,0.0,15,0.3691147412197547,0.5766666666666667,0.33101572093958603,0.9585265013305853
15,8,,20,42,187,0.3290139704393602,0.0,20,0.38889443250470757,0.605,0.3475679204009293,0.9689651191239858
15,8,,25,42,187,0.3290139704393602,0.0,25,0.40329872652260307,0.594,0.3195609196138783,0.9754561677841945
15,8,,30,42,187,0.3290139704393602,0.0,30,0.3999907344580763,0.5983333333333334,0.2979436661831402,0.979624436622205
15,15,,10,42,111,0.3134237699939259,0.0,10,0.3777811573677553,0.51,0.2655143902864952,0.9372873447542002
15,15,,15,42,111,0.3134237699939259,0.0,15,0.4198238222130472,0.5633333333333334,0.3143658565092045,0.9590256110436125
15,15,,20,42,111,0.3134237699939259,0.0,20,0.4582067793563126,0.5675,0.3077890996344217,0.9695570056790783
15,15,,25,42,111,0.3134237699939259,0.0,25,0.4662594066977651,0.594,0.32786264845527746,0.9760800364636987
15,15,,30,42,111,0.3134237699939259,0.0,30,0.47307965531029705,0.635,0.34837818542975285,0.9802106197375092
15,25,,10,42,62,0.30046568131200646,0.0,10,0.39251136850281715,0.555,0.3113453328527496,0.936965742039062
15,25,,15,42,62,0.30046568131200646,0.0,15,0.40992592078076673,0.5666666666666667,0.3049392266322987,0.9596526621773287
15,25,,20,42,62,0.30046568131200646,0.0,20,0.42097956520213387,0.6075,0.31631577669092575,0.9703283818048879
15,25,,25,42,62,0.30046568131200646,0.0,25,0.4645190346263338,0.648,0.3209846304844116,0.9766779098431816
15,25,,30,42,62,0.30046568131200646,0.0,30,0.5043550486609948,0.6766666666666666,0.33768957111351483,0.9806473579813219
15,40,,10,42,42,0.3194978740635756,0.0,10,0.3589969839496918,0.55,0.3014271740513629,0.9395234126545313
15,40,,15,42,42,0.3194978740635756,0.0,15,0.4007092819118981,0.59,0.30969859212746476,0.9607675520592031
15,40,,20,42,42,0.3194978740635756,0.0,20,0.4348835387257951,0.63,0.324748064619177,0.9711108664485992
15,40,,25,42,42,0.3194978740635756,0.0,24,0.46408591817719574,0.6395833333333333,0.338008774884331,0.9762097281485635
15,40,,30,42,42,0.3194978740635756,0.0,29,0.49672326859987537,0.65,0.3309921758311274,0.9805681709600167
20,8,,10,42,170,0.36525612472160357,0.0,10,0.36170940403582974,0.44,0.2362351690050129,0.9362914809937403
20,8,,15,42,170,0.36525612472160357,0.0,15,0.38781920876073017,0.54,0.29930373809214933,0.9582793384016042
20,8,,20,42,170,0.36525612472160357,0.0,20,0.36517716926547983,0.55,0.2917046013415862,0.9693961719038334
20,8,,25,42,170,0.36525612472160357,0.0,25,0.37095877479232625,0.586,0.2992974577431068,0.9756340708731835
20,8,,30,42,170,0.36525612472160357,0.0,30,0.3778211791073605,0.62,0.3000304862862446,0.9799109562877665
20,15,,10,42,103,0.3373152460012148,0.0,10,0.3739194396572112,0.54,0.2799154526741464,0.93814576377214
20,15,,15,42,103,0.3373152460012148,0.0,15,0.4129777369267872,0.58,0.3082607437220935,0.9599477032038668
20,15,,20,42,103,0.3373152460012148,0.0,19,0.45637256405467047,0.6342105263157894,0.35105809007045435,0.9685660620374663
20,15,,25,42,103,0.3373152460012148,0.0,24,0.4502941042829247,0.66875,0.3720806578952985,0.9753116543780825
20,15,,30,42,103,0.3373152460012148,0.0,29,0.4514850765886511,0.6758620689655173,0.3690975125800893,0.979594206059456
20,25,,10,42,63,0.31889046365661067,0.0,10,0.3910428116803977,0.585,0.3292927165666312,0.9365757182088064
20,25,,15,42,63,0.31889046365661067,0.0,15,0.39078873203157477,0.5933333333333334,0.31106798723850587,0.9600344466478783
20,25,,20,42,63,0.31889046365661067,0.0,20,0.4400412556366353,0.635,0.33256910072661816,0.9703944452988988
20,25,,25,42,63,0.31889046365661067,0.0,25,0.4452051081346747,0.66,0.3427673653816449,0.977018967336416
20,25,,30,42,63,0.31889046365661067,0.0,30,0.4469913557396177,0.6866666666666666,0.34694804380049027,0.981011093455322
20,40,,10,42,41,0.3273942093541203,0.0,10,0.39257639684284656,0.6,0.37585564524652376,0.9386180826612506
20,40,,15,42,41,0.3273942093541203,0.0,15,0.43674560357718945,0.6766666666666666,0.40104609892849336,0.9611929165438025
20,40,,20,42,41,0.3273942093541203,0.0,20,0.47269380056407106,0.6775,0.38879941831830567,0.9712611699424958
20,40,,25,42,41,0.3273942093541203,0.0,24,0.4855646148415646,0.675,0.35987700590147487,0.9763686224701035
20,40,,30,42,41,0.3273942093541203,0.0,29,0.5194516609268096,0.6844827586206896,0.3624959733524758,0.9805516020611189
10,8,,10,123,210,0.289329823850982,0.0,10,0.3400022380843867,0.5,0.29271975061305133,0.9352434299583807
10,8,,15,123,210,0.289329823850982,0.0,15,0.34149657298360553,0.49666666666666665,0.2770084329050791,0.9581874555024255
10,8,,20,123,210,0.289329823850982,0.0,20,0.3499855472489563,0.5475,0.29137611238968664,0.9689652913233985
10,8,,25,123,210,0.289329823850982,0.0,25,0.366524428669537,0.592,0.3283927009817045,0.9753040792421993
10,8,,30,123,210,0.289329823850982,0.0,30,0.3687672424333395,0.6,0.3122344208029279,0.9796974808113208
10,15,,10,123,118,0.3286090301680502,0.0,10,0.3485733733297661,0.57,0.31675231717677543,0.9367178352082399
