model,topic_type,granularity,corpus,corpus_version,n_topics,best_k_cv,exclusivity,diversity_entropy,topic_diversity_dieng,frex,perplexity,coherence_cv_recomputed,k_grid_scores,k_perplexity_scores,grid_passes,best_alpha,best_eta
lda,probabilistic,unit,folha,folha_20260628_185652,20,0.5515800456801031,0.4571902393567199,0.9719851343557947,0.77,0.9737777847675094,3431.048951679118,0.6574906493201793,"{""3"": 0.3701415925575396, ""5"": 0.4066618854589469, ""7"": 0.49109024583940813, ""8"": 0.5321136970632225, ""10"": 0.5189914585784134, ""12"": 0.5147272145059464, ""15"": 0.4995129995696237, ""20"": 0.5515800456801031, ""25"": 0.5425646539111799, ""30"": 0.5475667072027849}","{""3"": 3884.907483444085, ""5"": 3665.346335863367, ""7"": 3420.7892437721944, ""8"": 3337.4992251013787, ""10"": 3293.708907214745, ""12"": 3285.951087594458, ""15"": 3245.724162445432, ""20"": 3187.5681677713574, ""25"": 3235.6816924966397, ""30"": 3295.217078704069}",20,symmetric,0.01
